257,331,286
42,94,427
146,567,645
310,56,201
1387,118,47
744,146,74
264,1344,322
78,34,183
96,1637,1184
1733,1338,103
434,309,286
296,80,62
41,541,65
1097,457,114
1241,48,75
826,148,1306
243,33,1432
1810,206,598
526,50,705
242,550,34
173,73,1412
37,37,123
905,72,524
804,369,158
676,53,98
1097,79,94
57,287,1420
59,265,1234
47,235,111
307,1502,1471
127,75,264
1509,88,100
158,1480,110
72,168,298
81,761,73
281,141,1185
1720,217,167
170,420,63
39,97,331
133,64,308
1623,1510,90
72,525,1076
54,267,118
1638,1530,89
1605,59,91
1480,133,1580
344,424,1372
645,123,181
137,87,122
571,190,41
890,488,1357
339,132,836
564,345,379
147,102,38
192,261,67
1446,1343,123
57,45,426
720,188,793
90,125,83
36,34,1203
59,48,457
125,295,37
42,231,1575
67,59,752
700,264,631
129,83,123
102,335,694
875,483,71
587,90,57
185,1855,171
517,776,434
66,466,520
99,54,42
554,1355,36
174,820,1053
743,63,137
41,158,675
95,1700,95
243,301,273
594,259,871
347,1595,993
1212,1502,466
183,68,89
247,717,230
41,106,301
68,1208,114
52,1343,213
77,48,277
1474,118,143
1085,453,763
33,1078,1815
157,879,55
92,1376,81
154,120,60
1288,46,1560
130,483,131
108,374,1439
432,77,402
515,1771,161
1300,214,1832
310,101,601
1374,60,153
228,1377,1333
90,450,461
333,41,181
1313,99,1496
739,165,84
76,1130,400
941,181,441
124,63,213
75,226,136
67,114,1237
1157,1111,80
212,498,66
160,742,1589
60,256,246
193,1158,35
915,965,151
700,762,177
55,83,1495
140,785,46
846,100,485
107,642,565
1787,75,179
1234,426,50
50,366,57
45,207,107
226,234,478
63,1428,46
842,175,217
348,165,219
1699,371,308
95,1511,488
114,1646,97
1532,1545,872
106,1540,255
34,218,291
176,34,63
82,127,95
363,820,361
265,83,191
118,167,104
1714,295,175
1359,367,1067
878,1633,99
496,1227,164
1227,44,46
77,128,85
95,284,361
115,1239,1816
1707,618,1607
677,1440,241
1706,36,596
533,54,911
148,1321,1831
197,1804,63
80,1107,734
112,177,184
615,38,324
525,626,43
89,86,192
513,279,146
182,976,1622
696,107,41
411,35,84
52,85,37
42,1597,1276
35,1098,858
1533,829,106
636,47,343
890,44,65
1453,202,72
155,131,35
941,177,392
488,1534,963
309,148,398
81,64,587
1566,1211,48
620,583,669
165,231,800
58,143,50
412,107,706
38,1289,249
181,45,109
529,170,67
52,324,35
324,216,341
51,966,61
598,568,1072
376,419,408
131,89,85
1057,285,221
1683,743,500
499,71,317
75,790,329
87,159,1734
1144,248,100
82,280,51
314,261,216
818,152,880
89,759,216
190,154,70
133,36,166
351,66,139
91,58,1879
1693,675,115
1656,77,153
37,1824,62
1187,861,718
1229,1592,256
554,240,138
150,1090,1024
113,180,266
165,68,337
34,1880,103
492,237,628
1004,46,59
1521,1227,99
436,70,197
253,634,159
271,141,110
42,142,718
1462,144,975
56,464,969
900,1618,1288
984,67,533
773,662,524
1229,72,1616
1506,137,131
422,270,38
987,144,409
659,1741,154
405,1374,560
111,90,395
444,174,709
45,337,1377
192,101,657
286,78,97
102,62,60
119,1687,238
37,382,580
298,180,36
670,107,547
590,456,350
558,45,209
1568,72,672
38,50,35
1221,470,1103
191,235,1873
386,184,138
45,295,46
263,242,311
562,70,48
130,1040,186
603,89,1018
279,510,343
66,91,67
422,46,201
1312,742,53
206,1094,1666
1790,105,350
1228,49,137
460,440,240
279,35,41
77,40,188
1328,1403,74
102,326,644
192,64,321
801,87,859
192,1891,64
159,80,46
420,181,1368
906,35,220
652,55,539
95,579,341
33,619,55
1294,502,39
37,90,410
88,666,40
118,55,574
772,89,212
591,889,66
73,235,38
832,66,521
223,626,116
250,36,1205
562,44,222
199,302,153
108,104,893
541,784,239
1568,277,1061
357,342,447
988,216,38
1018,43,127
160,398,57
393,632,1257
137,222,876
174,168,50
792,49,219
54,486,91
501,48,1413
112,546,1482
168,1375,1298
286,474,757
1508,186,70
125,309,966
38,98,1673
659,114,133
63,496,1404
1511,92,80
80,960,105
145,48,999
1139,484,111
567,603,966
84,437,411
149,185,104
97,1388,40
1545,67,841
57,125,42
1242,39,1668
72,49,49
539,34,334
411,1679,454
503,66,417
318,233,86
163,43,1389
614,42,1515
282,762,71
72,40,451
565,70,89
289,154,290
1406,44,42
562,350,67
245,387,142
157,1525,42
126,878,51
949,812,68
59,737,39
1059,822,690
46,878,85
1138,771,42
217,1316,56
150,445,1136
1010,77,110
150,82,653
785,271,97
50,287,306
113,137,365
384,50,44
155,921,432
630,1137,101
1825,493,272
544,360,1168
34,162,185
965,431,524
111,75,1621
36,223,1131
71,34,40
49,127,51
290,64,69
54,291,904
964,36,52
69,167,47
46,1484,311
326,93,42
629,369,604
688,102,1398
1368,250,190
417,376,464
87,58,557
278,899,660
664,241,103
1828,1778,906
680,855,109
180,351,125
235,1325,504
1208,1071,266
150,1075,1301
1398,524,1537
167,1290,337
580,95,179
139,293,198
34,71,882
97,293,71
809,106,816
88,389,144
444,1711,363
1552,1026,112
180,1503,586
143,62,535
1604,897,803
65,1651,945
71,712,91
410,248,90
358,57,1431
97,1848,181
221,97,804
520,362,364
295,50,1856
102,121,55
1484,516,784
97,291,65
52,46,36
567,99,316
440,257,198
184,44,294
105,120,518
37,175,156
52,296,465
858,201,107
119,95,102
325,1742,98
355,124,104
522,590,1361
73,1268,993
875,79,206
497,626,159
83,119,43
623,72,69
52,1144,1562
471,126,72
847,1534,246
54,772,1552
398,720,82
738,125,51
34,246,432
527,486,266
1897,443,1150
35,257,1732
1486,75,38
1684,150,71
656,326,209
1320,375,344
1876,50,1017
507,384,720
123,1136,230
1505,58,368
179,721,82
93,1873,118
53,805,847
35,191,96
688,1623,1432
40,47,90
46,177,746
326,659,197
219,121,672
491,132,43
917,43,66
391,449,661
146,153,963
217,1521,777
1683,174,233
278,175,101
90,1167,57
793,256,112
409,184,223
60,1863,228
1857,199,1494
143,531,106
497,270,1563
339,170,177
717,1663,77
38,520,65
625,220,128
232,290,103
102,1799,142
865,367,161
154,52,576
171,66,1197
1291,133,959
827,921,184
670,726,140
93,376,187
200,516,1193
84,151,133
51,1128,1051
77,1152,660
961,222,63
47,268,109
38,71,36
1468,77,813
33,771,563
633,195,474
48,53,65
531,372,34
1783,270,1182
141,499,134
389,1032,573
72,415,71
85,811,127
69,83,71
867,65,1837
135,403,995
365,457,368
199,1513,50
338,123,1727
698,508,220
37,315,443
1222,873,130
496,42,511
716,69,1243
53,1380,1855
163,281,95
745,109,950
1011,131,77
380,93,189
87,55,95
56,51,662
528,1694,231
757,93,75
171,775,1298
671,196,471
1330,304,247
620,112,142
1863,204,55
197,425,888
45,234,1509
50,381,371
222,509,647
268,836,72
1576,116,249
148,662,90
442,171,139
92,68,83
71,550,67
33,396,47
1108,111,1118
96,56,82
326,181,153
78,343,377
59,571,80
803,58,87
1175,1634,100
36,160,320
38,549,896
1551,515,1115
226,1466,68
250,887,617
191,212,1161
642,172,171
612,325,1138
616,127,60
168,48,62
90,43,788
532,1515,210
861,516,557
460,82,269
319,548,169
240,91,37
80,568,284
113,1418,33
1089,987,504
126,711,347
55,49,204
95,61,452
409,640,187
201,47,110
1196,925,74
319,415,46
42,381,1094
270,164,1861
163,1079,204
188,1465,1049
62,164,868
1407,97,43
1434,394,96
163,375,613
41,109,882
1225,630,472
868,271,94
1614,1365,935
967,316,175
388,303,116
911,404,402
307,794,1644
487,455,614
82,699,1873
343,717,335
87,1833,1113
108,488,150
151,62,583
142,58,55
1020,236,405
197,57,1311
793,44,1622
894,33,565
132,37,442
354,413,608
312,143,802
405,74,450
41,228,63
528,1586,351
396,1036,497
40,41,185
434,791,1350
66,823,406
87,151,979
226,1534,33
108,147,87
87,134,191
148,227,375
104,107,399
355,325,1640
47,74,321
595,603,100
711,261,36
66,70,48
369,1411,902
50,75,355
159,271,123
48,342,1056
34,1063,52
110,136,42
69,927,101
84,904,116
47,878,1135
610,33,901
199,524,320
1410,125,576
995,35,320
570,883,832
559,52,243
882,293,89
37,294,383
1830,75,355
554,268,400
340,720,239
601,1127,1051
622,1520,545
1213,1308,123
1113,391,65
921,52,1355
580,264,205
62,36,1296
509,153,854
198,39,183
161,1065,49
520,69,422
329,37,55
340,40,976
718,103,875
107,199,79
61,143,421
76,181,311
81,175,372
100,41,220
339,299,1122
89,150,1136
1597,130,141
609,1116,1256
68,1782,757
128,1794,68
88,1283,57
538,188,121
218,52,66
1806,779,1376
128,592,58
286,205,68
208,1321,558
583,224,1012
189,66,868
1647,402,353
406,97,100
334,38,248
335,894,141
58,1473,1013
659,256,47
1864,35,1136
101,288,169
249,1155,295
49,130,690
200,1033,222
64,452,762
386,957,411
142,458,258
631,46,354
780,348,229
50,63,738
79,1865,75
200,276,161
1040,40,570
52,734,71
215,1773,64
83,51,981
73,137,363
468,611,179
189,197,166
178,186,268
54,46,97
210,74,690
714,1662,162
61,137,79
43,1815,746
591,503,57
34,445,544
1010,1667,51
1434,253,61
151,359,503
329,259,1173
838,157,139
600,39,203
83,395,176
1007,905,54
783,432,113
191,1793,857
1008,185,43
1896,38,324
776,155,67
291,47,121
275,67,116
55,150,932
576,555,119
1375,50,102
125,570,455
65,123,138
495,301,150
1491,81,1738
1072,201,109
833,1223,281
140,610,194
177,111,219
327,227,119
1041,45,913
74,172,236
362,663,241
84,357,623
224,45,889
145,212,209
276,691,58
168,53,821
141,776,88
441,107,864
48,58,162
403,1852,617
44,979,59
600,34,186
159,87,1076
796,486,532
631,171,147
740,41,129
49,478,111
255,1593,40
66,1151,1804
73,550,47
895,48,1468
401,213,92
240,499,965
769,90,1211
91,287,117
158,273,384
168,1027,258
595,95,1350
152,599,37
137,120,1819
592,898,186
49,41,932
559,68,70
368,699,111
642,104,52
249,241,224
430,85,59
958,370,127
1790,373,110
213,1123,589
139,422,63
632,129,173
1282,264,43
305,345,161
146,869,928
213,551,380
57,57,1458
213,879,196
481,1667,461
164,48,316
72,50,542
68,230,150
1024,1596,76
1211,53,527
599,1161,1509
1599,106,50
38,399,96
782,415,85
889,504,239
724,50,686
35,114,254
76,462,246
323,114,71
156,61,643
424,952,136
167,46,69
549,1344,103
40,155,1758
45,59,1500
648,41,963
